FHDI_Food_ID,Food_Name,Scientific_Name,Common_Name,Description,Group,Subgroup,ITIS_ID,FoodB_ID,DTU_ID,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Drug homologous food
F00202,Mung bean,Vigna radiata,Semen Phaseoli Radiati,"The mung or moong bean (also known as green gram or golden gram) is the seed of Vigna radiata, native to the Indian subcontinent, and mainly cultivated in China, Thailand, Philippines, Indonesia, Burma, Bangladesh and India, but also in hot and dry regions of Southern Europe and the Southern United States. It is used as a foodstuff in both savoury and sweet dishes.",Pulses,Beans,506804,FOOD00200,NA,157791,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,NA
F00203,Spinish,Spinacia oleracea,NA,"Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae. It is native to central and southwestern Asia. It is an annual plant, which grows to a height of up to 30 cm. Spinach may survive over winter in temperate regions. The leaves are alternate, simple, ovate to triangular-based, very variable in size from about 2–30 cm long and 1–15 cm broad, with larger leaves at the base of the plant and small leaves higher on the flowering stem. The flowers are inconspicuous, yellow-green, 3–4 mm diameter, maturing into a small, hard, dry, lumpy fruit cluster 5–10 mm across containing several seeds. Common spinach, Spinacia oleracea, was long considered to be in the Chenopodiaceae family, but in 2003, the Chenopodiaceae family was combined with the Amaranthaceae family under the family name 'Amaranthaceae' in the order Caryophyllales. Within the Amaranthaceae family, Amaranthoideae and Chenopodioideae are now subfamilies, for the amaranths and the chenopods, respectively.",Vegetables,Leaf vegetables,20709,FOOD00178,50,3562,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Spinacia,NA
F00204,Chinese mustard,Brassica juncea,mustard green,"Brassica juncea, also known as mustard greens, Indian mustard, Chinese mustard, and leaf mustard, is a species of mustard plant. Subvarieties include southern giant curled mustard, which resembles a headless cabbage such as kale, but with a distinct horseradish-mustard flavor. It is also known as green mustard cabbage.",Vegetables,Cabbages,23059,FOOD00027,NA,3707,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,NA
F00205,Soybean oil,Glycine max,NA,"Soybean oil is a vegetable oil extracted from the seeds of the soybean (Glycine max). It is one of the most widely consumed cooking oils. As a drying oil, processed soybean oil is also used as a base for printing inks (soy ink) and oil paints.",Spices,Oilseed crops,NA,FOOD00914,NA,3847,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycine,NA
F00206,Sorghum,Sorghum bicolor,NA,"Sorghum is a genus of numerous species of grasses, one of which is raised for grain and many of which are used as fodder plants, either cultivated or as part of pasture. The plants are cultivated in warmer climates worldwide. Species are native to tropical and subtropical regions of all continents in addition to the southwest Pacific and Australasia. Sorghum is in the subfamily Panicoideae and the tribe of Andropogoneae.",Cereals and cereal products,Cereals,42108,FOOD00177,NA,4558,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,NA
F00207,Chinese bayberry,Myrica rubra,Japanese Bayberry,"Myrica rubra, also called yangmei, yamamomo, Chinese Bayberry, Japanese Bayberry, Red Bayberry, Yumberry, Waxberry, or Chinese strawberry tree (and often mistranslated from Chinese as arbutus) is a subtropical tree grown for its sweet, crimson to dark purple-red, edible fruit.",Fruits,Berries,NA,FOOD00852,NA,262757,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Morella,NA
F00208,Chinese chives,Allium tuberosum,Garlic chives,"Chinese chives (commonly known as garlic chives, Chinese chives, Oriental garlic, Chinese leek). The plant has a distinctive growth habit with strap-shaped leaves unlike either onion or garlic, and straight thin white-flowering stalks that are much taller than the leaves. The flavor is more like garlic than chives. It grows in slowly expanding perennial clumps, but also readily sprouts from seed. In warmer areas, garlic chives may remain green all year round. In cold climates, aerial parts of garlic chives will die back completely to the ground and the roots/rhizomes will over-winter and then re-sprout in spring time.",Vegetables,Onion-family vegetables,506483,FOOD00216,NA,4683,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,"The roots, stems, and leaves of leeks are all edible, and ancient times believed to be the most beautiful vegetable food"
F00209,Common mushroom,Agaricus bisporus,NA,"Agaricus bisporus—known variously when white as common mushroom, button mushroom, white mushroom, cultivated mushroom, table mushroom, champignon mushroom, crimini mushroom, when brown as Swiss brown mushroom, Roman brown mushroom, Italian brown, Italian mushroom, brown cap mushrooms, chestnut mushroom, and when mature as Portobello mushroom—is an edible basidiomycete mushroom native to grasslands in Europe and North America. Agaricus bisporus is cultivated in more than 70 countries and is one of the most commonly and widely consumed mushrooms in the world.",Vegetables,Mushrooms,NA,FOOD00547,961,5341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,NA
F00210,Lemon,Citrus limon,Citrus × limon,"The lemon is a small evergreen tree native to Asia, and the tree's ellipsoidal yellow fruit. The fruit is used for culinary and non-culinary purposes throughout the world, primarily for its juice, though the pulp and rind are also used in cooking and baking. The juice of the lemon is about 5% to 6% citric acid, which gives lemons a sour taste. The distinctive sour taste of lemon juice makes it a key ingredient in drinks and foods such as lemonade.",Fruits,Citrus,28885,FOOD00054,21,2708,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
F00211,Common grape,Vitis vinifera,Common Grape Vine,"Vitis vinifera (Common Grape Vine) is a species of Vitis, native to the Mediterranean region, central Europe, and southwestern Asia, from Morocco and Portugal north to southern Germany and east to northern Iran. It is a liana growing to 35 yards tall, with flaky bark. The leaves are alternate, palmately lobed, 5–20 cm long and broad. The fruit is a berry, known as a grape; in the wild species it is 6 mm diameter and ripens dark purple to blackish with a pale wax bloom; in cultivated plants it is usually much larger, up to 3 cm long, and can be green, red, or purple (black). The species typically occurs in humid forests and streamsides. The wild grape is often classified as V. vinifera subsp. sylvestris (in some classifications considered Vitis sylvestris), with V. vinifera subsp. vinifera restricted to cultivated forms. Domesticated vines have hermaphrodite flowers, but subsp. sylvestris is dioecious and pollination is required for fruit to develop. The grape is eaten fresh, processed to make wine, or dried to produce raisins. Cultivars of Vitis vinifera form the basis of the majority of wines produced around the world. All of the familiar wine varieties belong to Vitis vinifera, which is cultivated on every continent except for Antarctica, and in all the major wine regions of the world.",Fruits,Berries,28629,FOOD00204,54,29760,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,NA
F00212,Common buckwheat,Fagopyrum esculentum,Buckwheat,"Buckwheat (Fagopyrum esculentum) is a plant cultivated for its grain-like seeds, and also used as a cover crop. Despite the name, buckwheat is not related to wheat, as it is not a grass; instead, buckwheat is related to sorrel, knotweed, and rhubarb. The cultivation of buckwheat grain declined sharply in the 20th century with the adoption of nitrogen fertilizer that increased the productivity of other staples. A related species, Fagopyrum tataricum (Tartary buckwheat) is also cultivated as a grain in the Himalayas.",Cereals and cereal products,Cereals,502589,FOOD00079,67,3617,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fagopyrum,NA
F00213,Wild celery,Apium graveolens,NA,"Wild celery is a common name for several plants Wild celery may refer to Wild growing forms of celery, Apium graveolens Angelica archangelica, cultivated as a vegetable and medicinal plant Lovage, Levisticum officinale, sometimes known as wild celery Vallisneria americana, an aquatic plant in the Hydrocharitaceae family",Spices,Spices,182184,FOOD00015,13,4045,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,NA
F00214,Watermelon,Citrullus lanatus,Family Cucurbitaceae,"Watermelon (Citrullus lanatus, family Cucurbitaceae) is a vine-like (scrambler and trailer) flowering plant originally from southern Africa. Its fruit, which is also called watermelon, is a special kind referred to by botanists as a pepo, a berry which has a thick rind and fleshy center (mesocarp and endocarp). Pepos are derived from an inferior ovary, and are characteristic of the Cucurbitaceae. The watermelon fruit, loosely considered a type of melon – although not in the genus Cucumis – has a smooth exterior rind (green, yellow and sometimes white) and a juicy, sweet interior flesh (usually deep red to pink, but sometimes orange, yellow and even green if not ripe).",Gourds,Gourds,22356,FOOD00052,36,3654,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,NA
F00215,Green onion,NA,NA,"Scallions (also known as green onions, spring onions, chinese onions, or salad onions) are vegetables of various Allium onion species. Scallions have a milder taste than most onions. Their close relatives include garlic, shallot, leek,chive,and Chinese onion.",Vegetables,Onion-family vegetables,NA,FOOD00963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00216,Hibiscus tea,Hibiscus sabdariffa,NA,"Hibiscus tea is the infusion made from the calyces (sepals) of the Hibiscus sabdariffa flower, an herbal tea drink consumed both hot and cold by people around the world. It is also referred to as roselle (another common name for the hibiscus flower), flor de Jamaica in Latin America, karkadé in Egypt and Sudan, Chai Kujarat in Iraq, bissap or wonjo in West Africa, sorrel in Jamaica and Trinidad and Tobago, red sorrel in the wider Caribbean, and other names in other regions. Hibiscus tea has a tart, cranberry-like flavor, and sugar is often added to sweeten the beverage. The tea contains vitamin C and minerals and is used traditionally as a mild medicine. Hibiscus tea contains 15-30% organic acids, including citric acid, maleic acid, and tartaric acid. It also contains acidic polysaccharides and flavonoid glycosides, such as cyanidin and delphinidin, that give it its characteristic deep red colour.",Teas,Herbal teas,21617,FOOD00723,NA,183260,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,NA
F00217,Red tea,Aspalathus linearis,NA,"Rooibos tea is also known as red tea or red bush tea.It is made using leaves from a shrub called Aspalathus linearis, usually grown on the western coast of South Africa.Rooibos is a herbal tea and is not related to green or black tea.",Teas,Teas,NA,FOOD00925,NA,155124,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Aspalathus,NA
F00218,Cashew nut,Anacardium occidentale,Roasted cashew; cashew,"The cashew, or caju, is a small tree native to Brazil. Cashew nuts are the seeds of the cashew apple, and are found in the grey bump at the end of the fruit. The cashew apple itself is sweet, soft and juicy.Cashews are usually sold roasted and salted and eaten as a snack.",Nuts,Nuts,NA,FOOD00011,815,28793,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,NA
F00219,Asparagus,Asparagus officinalis,NA,"Asparagus officinalis is a spring vegetable, a flowering perennial plant species in the genus Asparagus. It was once classified in the lily family, like its Allium cousins, onions and garlic, but the Liliaceae have been split and the onion-like plants are now in the family Amaryllidaceae and asparagus in the Asparagaceae. Asparagus officinalis is native to most of Europe, northern Africa and western Asia, and is widely cultivated as a vegetable crop.",Vegetables,Shoot vegetables,42784,FOOD00021,753,4686,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Asparagus,NA
F00220,Chinese cabbage,Brassica rapa,Napa cabbage; Bok choi,"Chinese cabbage (Brassica rapa, subspecies pekinensis and chinensis) can refer to two distinct varieties of Chinese leaf vegetables often used in Chinese cuisine: Pekinensis (napa cabbage) and Chinensis (bok choi). These vegetables are both variant cultivars or subspecies of the turnip and belong to the same genus as such Western staples as cabbage, broccoli, and cauliflower. Both have many variations in name, spelling, and scientific classification?especially the bok choy (B. rapa chinensis) variety.",Vegetables,Cabbages,23063,FOOD00035,573,4686,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,NA
F00221,Pigeon pea,Cajanus cajan,NA,"The pigeon pea (Cajanus cajan) is a perennial legume from the family Fabaceae. Since its domestication in India at least 3,500 years ago, its seeds have become a common food grain in Asia, Africa, and Latin America. It is consumed on a large scale mainly in south Asia and is a major source of protein for the population of that subcontinent. Pigeon peas are both a food crop (dried peas, flour, or green vegetable peas) and a forage/cover crop. In combination with cereals, pigeon peas make a well-balanced human food. The dried peas may be sprouted briefly, then cooked, for a flavor different from the green or dried peas. Sprouting also enhances the digestibility of dried pigeon peas via the reduction of indigestible sugars that would otherwise remain in the cooked dried peas. Pigeon peas contain high levels of protein and the important amino acids methionine, lysine, and tryptophan.",Pulses,Peas,26516,FOOD00037,NA,3821,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cajanus,NA
F00222,Capers,Capparis spinosa,NA,"Capparis spinosa, the caper bush, also called Flinders rose, is a perennial winter-deciduous plant that bears rounded, fleshy leaves and large white to pinkish-white flowers. The plant is best known for the edible flower buds (capers), often used as a seasoning, and the fruit (caper berry), both of which are usually consumed pickled. Other species of Capparis are also picked along with C. spinosa for their buds or fruits. Other parts of Capparis plants are used in the manufacture of medicines and cosmetics.",Spices,Spices,505885,FOOD00039,NA,65558,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,"The young buds, leaves and flower buds of Capparis spinosa are washed and soaked in vinegar. They can be fried and used as condiments, meat, eggs, etc., or used as sour salad and salad with sauce, sugar, etc. pickled Chinese cabbage is commonly used in Europe."
F00223,Endive,Cichorium endivia,NA,"Endive, Cichorium endivia, is a leaf vegetable belonging to the daisy family. Endive can be cooked or used raw in salads. Endive is rich in many vitamins and minerals, especially in folate and vitamins A and K, and is high in fiber.",Vegetables,Leaf vegetables,501522,FOOD00048,599,114280,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,NA
F00224,Cucumber,Cucumis sativus,NA,"Cucumber (Cucumis sativus) is a widely cultivated plant in the gourd family Cucurbitaceae. It is a creeping vine that bears cylindrical fruits that are used as culinary vegetables. There are three main varieties of cucumber: slicing, pickling, and burpless. Within these varieties, several different cultivars have emerged. The cucumber is originally from Southern Asia, but now grows on most continents. Many different varieties are traded on the global market.",Gourds,Gourds,22364,FOOD00065,388,3659,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,NA
F00225,Quince,Cydonia oblonga,wen po,"The quince (Cydonia oblonga) is the sole member of the genus Cydonia in the family Rosaceae (which also contains apples and pears, among other fruits). It is a small deciduous tree that bears a pome fruit, similar in appearance to a pear, and bright golden-yellow when mature. Throughout history the cooked fruit has been used as food, but the tree is also grown for its attractive pale pink blossom and other ornamental qualities.",Fruits,Pomes,25159,FOOD00069,364,36610,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Cydonia,NA
F00226,Globe artichoke,Cynara scolymus,Cynara cardunculus var. scolymus,"The globe artichoke (Cynara cardunculus var. scolymus) is a cultivated variety of a species of thistle. It is cultivated as a food. The edible matter is buds that form within the flower heads before the flowers come into bloom. The buds go away or change to a coarse, barely edible form when the flower blooms. The uncultivated or wild variety of the species is called a cardoon. It is a perennial plant native to the Mediterranean region.",Vegetables,Shoot vegetables,37222,FOOD00071,NA,59895,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cynara,NA
F00227,Cardamom,Elettaria cardamomum,NA,"Cardamom (or cardamon) refers to several plants of the similar genera Elettaria and Amomum in the ginger family Zingiberaceae. Both genera are native to India, Nepal and Bhutan; they are recognised by their small seed pods, triangular in cross-section and spindle-shaped, with a thin, papery, outer shell and small black seeds. Today, Guatemala is the biggest producer and exporter of cardamom in the world, followed by India. Some other countries such as Sri Lanka have also begun to cultivate it. Elettaria pods are light green while Amomum pods are larger and dark brown. It is the world's third most expensive spice by weight, outstripped in market value only by saffron and vanilla.",Spices,Spices,506505,FOOD00074,NA,105181,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Elettaria,NA
F00228,Loquat,Eriobotrya japonica,"Japanese medlar, Japanese plum, Chinese plum","The loquat (Eriobotrya japonica) is a species of flowering plant in the family Rosaceae, native to south-central China. It is a large evergreen shrub or small tree, grown commercially for its yellow fruit, and also cultivated as an ornamental plant. Eriobotrya japonica was formerly thought to be closely related to the genus Mespilus, and is still sometimes known as the Japanese medlar. It is also known as Japanese plum and Chinese plum.",Fruits,Tropical fruits,502403,FOOD00076,389,32224,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,NA
F00229,Swamp cabbage,Ipomoea aquatica,NA,"Ipomoea aquatica is a semiaquatic, tropical plant grown as a vegetable for its tender shoots and leaves. It is found throughout the tropical and subtropical regions of the world, although it is not known where it originated. This plant is known in English as water spinach, river spinach, water morning glory, water convolvulus, or by the more ambiguous names Chinese spinach, Chinese convolvulus, swamp cabbage or kangkong in Southeast Asia. Occasionally, it has also been mistakenly called ""kale"" in English, although kale is a strain of mustard belonging to the species Brassica oleracea and is completely unrelated to water spinach, which is a species of morning glory.",Vegetables,Leaf vegetables,30759,FOOD00091,NA,89636,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,"According to the Compendium of Materia Medica, Ipomoea aquatica can be used as medicine. It has a sweet taste, a mild nature, and is non-toxic. It can be used to treat difficult childbirth by pounding juice and drinking alcohol. It can also detoxify Hu Mancao, arsenic, poisonous mushroom, dog meat, cassava, venomous snake and insect bites, nitrite, and unknown swelling. Water spinach is fed with tender shoots and leaves, with high nutritional value. It is light, refreshing, smooth, and does not compete with taste. No matter what dish is cooked together, it does not lose its original flavor."
F00230,Apple,Malus pumila,Paradise apple,"The apple is the pomaceous fruit of the apple tree, species Malus domestica in the rose family. It is one of the most widely cultivated tree fruits, and the most widely known of the many members of genus Malus that are used by humans. ",Fruits,Pomes,25262,FOOD00105,2,283210,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,"Apples are nutritious fruits and are known as the king of fruits. According to traditional Western dietary beliefs, one apple a day does not require a doctor's attention. Many Americans even consider apples as a must-have for weight loss and slimming down."
F00231,Nutmeg,Myristica fragrans,Mace,"The nutmeg tree is any of several species of trees in genus Myristica. The most important commercial species is Myristica fragrans, an evergreen tree indigenous to the Banda Islands in the Moluccas (or Spice Islands) of Indonesia. The nutmeg tree is important for two spices derived from the fruit: nutmeg and mace.",Spices,Spices,18125,FOOD00118,1157,51089,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,"The mature fruit of nutmeg is peeled off, and the false seed skin is peeled off. After drying, it becomes nutmeg and nutmeg coat, which can be used as seasoning, industrial oil raw materials, etc."
F00232,Sweet basil,Ocimum basilicum,"Thai basil, Sweet basil, African Blue","Basil, Thai basil, or sweet basil, is a common name for the culinary herb Ocimum basilicum of the family Lamiaceae (mints). Basil is originally native to India, having been cultivated there for more than 5,000 years, but was thoroughly familiar to Theophrastus and Dioscorides.",Spices,Spices,32627,FOOD00119,NA,39350,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,"The stems, leaves and flower spikes of basil contain aromatic oil, which is mainly used as flavoring materials. It can be used to make cosmetics, soaps and edible essence, and also used as a taste modifier in toothpaste and mouthwash; The tender leaves are edible and can also be brewed into tea for drinking."
F00233,Sweet marjoram,Origanum majorana,"Majorana hortensis Moench, Majorana majorana","Marjoram (Origanum majorana, syn. Majorana hortensis Moench, Majorana majorana (L.) H. Karst) is a somewhat cold-sensitive perennial herb or undershrub with sweet pine and citrus flavors. ",Spices,Spices,32631,FOOD00122,NA,268884,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,"Marjoram is indigenous to Cyprus and southern Turkey, and was known to the Greeks and Romans as a symbol of happiness. Marjoram is used for seasoning soups, stews, dressings and sauce."
F00234,Passion fruit,Passiflora edulis,NA,"Passiflora edulis is a vine species of passion flower that is native to Brazil, Paraguay and northern Argentina. The passion fruit is round to oval, either yellow or dark purple at maturity, with a soft to firm, juicy interior filled with numerous seeds. The fruit is both eaten and juiced; passion fruit juice is often added to other fruit juices to enhance the aroma.",Fruits,Tropical fruits,22223,FOOD00128,1055,78168,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,NA
F00235,Date,Phoenix dactylifera,Date palm,"Phoenix dactylifera (date, or date palm)  is a palm in the genus Phoenix, cultivated for its edible sweet fruit. The fruit is known as a date. Dry or soft dates are eaten out-of-hand, or may be pitted and stuffed with fillings such as almonds, walnuts, pecans, candied orange and lemon peel, tahini, marzipan or cream cheese.",Fruits,Other fruits,42458,FOOD00135,533,42345,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Phoenix,NA
F00236,Red raspberry,Rubus idaeus,NA,"Rubus idaeus (raspberry, also called red raspberry or occasionally as European raspberry to distinguish it from other raspberries) is a red-fruited species of Rubus native to Europe and northern Asia and commonly cultivated in other temperate regions. The fruit is red, edible, and sweet but tart-flavoured, produced in summer or early autumn; in botanical terminology, it is not a berry at all, but an aggregate fruit of numerous drupelets around a central core.",Fruits,Berries,24947,FOOD00162,1850,32247,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,NA
F00237,Peach,Prunus persica,Amygdalus persica,"The peach (Prunus persica) is a deciduous tree, native to North-West China, in the region between the Tarim basin and the north slopes of the Kunlun Shan mountains, where it was first domesticated and cultivated. It bears an edible juicy fruit also called a peach. The species name persica refers to its widespread cultivation in Persia, whence it was transplanted to Europe. It belongs to the genus Prunus which includes the cherry and plum, in the family Rosaceae. The peach is classified with the almond in the subgenus Amygdalus, distinguished from the other subgenera by the corrugated seed shell.",Fruits,Drupes,24765,FOOD00149,1852,3760,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,The peaches here represent prunus persica flush.
F00238,Black plum,Syzygium cumini,Eugenia cumini,"The Black Plum is oval and about 1 to 2 centimeters in length. It is dark purple to black in color, fleshy and one-seeded, with a tart, sweet-astringent taste.",Fruits,Berries,NA,FOOD00966,NA,260142,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,NA
F00239,Lantern fruit,Physalis alkekengi,"Bladder cherry, Chinese lantern,Japanese-lantern,strawberry groundcherry, winter cherry","Physalis alkekengi (bladder cherry, Chinese lantern,Japanese-lantern,strawberry groundcherry,or winter cherry) is a relative of P. peruviana.It is easily identifiable by the large, bright orange to red papery covering over its fruit, which resembles paper lanterns. It grows naturally in the regions covering Southern Europe to South Asia and Northeast Asia.",Fruits,Berries,NA,FOOD00986,NA,33120,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Alkekengi,NA
F00240,Japanese pumpkin,Cucurbita maxima,NA,"Kabocha, Danhobak, or Fak Thong is an Asian variety of winter squash of the species Cucurbita maxima. The word kabocha has come to mean a general type of winter squash to many English-speaking growers and buyers. In some cultures it is revered as an aphrodisiac. Kabocha is commonly called Japanese pumpkin, especially in Australia and New Zealand. It is also called kabocha squash in North America. In Japan, the word kabocha may refer to either this squash or to the Western-style pumpkin.",Gourds,Gourds,22369,FOOD00886,56,3661,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,NA
F00241,Calabash,Lagenaria siceraria,Bottle gourd,"Lagenaria siceraria (synonym Lagenaria vulgaris Ser. ), bottle gourd, opo squash or long melon is a vine grown for its fruit, which can either be harvested young and used as a vegetable, or harvested mature, dried, and used as a bottle, utensil, or pipe. For this reason, the calabash is widely known as the bottle gourd. The fresh fruit has a light green smooth skin and a white flesh.",Gourds,Gourds,22386,FOOD00318,NA,3668,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,NA
F00242,Coriander,Coriandrum sativum,NA,"Coriander (Coriandrum sativum), also known as cilantro, Chinese parsley or dhania, is an annual herb in the family Apiaceae. Coriander is native to regions spanning from southern Europe and North Africa to southwestern Asia.",Spices,Spices,29622,FOOD00061,867,4047,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Coriandrum,"Nowadays, coriander is widely used worldwide, especially in Indian and Thai cuisine, and is one of the most commonly used and important herbs."
F00243,Coix chinensis,Coix lacryma-jobi var. ma-yuen (Romanet du Caillaud) Stapf,"Coix seed, Job's tear",Coix seed have a long history of cultivation in China and are one of the ancient medicinal and edible grains in China,Cereals and cereal products,Cereals,NA,NA,NA,714458,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Coix,"Coix seed have high nutritional value, containing protein, fat, multiple vitamins, and trace elements, and are known as the ""king of the world's Poaceae plants""; In Japan, Job's tears are also listed as a cancer prevention food."
F00244,Coconut,Cocos nucifera,NA,"The coconut tree (Cocos nucifera), is a member of the family Arecaceae (palm family). It is the only accepted species in the genus Cocos. The term coconut can refer to the entire coconut palm, the seed, or the fruit, which, botanically, is a drupe, not a nut.",Fruits,Tropical fruits,42451,FOOD00336,704,13894,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Cocos,NA
F00245,Coconut oil,NA,NA,"Coconut oil, or copra oil, is an edible oil extracted from the kernel or meat of mature coconuts harvested from the coconut palm (Cocos nucifera). It has various applications. Because of its high saturated fat content, it is slow to oxidize and, thus, resistant to rancidification, lasting up to six months at 24 °C (75 °F) without spoiling.",Spices,Oilseed crops,NA,FOOD00941,1440,13894,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Cocos,NA
F00246,Coconut milk,NA,NA,"Coconut milk is an opaque, milky-white liquid extracted from the grated pulp of mature coconuts.The opacity and rich taste of coconut milk is due to its high oil content, most of which is saturated fat.",Milk and milk products,Other milk products,NA,FOOD00938,NA,13894,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Cocos,NA
F00247,Tricholoma matsutake,Tricholoma matsutake (S. Ito & S. Imai) Singer,NA,Tricholoma matsutake (S. Ito&S. Imai) Singer is a fungus belonging to the Tricholoma family. Subentities are scattered or clustered.,Vegetables,Mushrooms,NA,NA,NA,40145,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,"Tricholoma matsutake is a precious wild edible mushroom, which is considered a treasure among mushrooms in Asia, with high nutritional value and special medicinal effects. It has the effects of strengthening the body, promoting digestion, relieving pain, regulating qi and resolving phlegm, and expelling insects."
F00248,Water spinach,Ipomoea aquatica,NA,"Ipomoea aquatica is a semi-aquatic, tropical plant grown as a vegetable for its tender shoots and it is not known where it originated. This plant is known in English as water spinach, river spinach, water morning glory, water convolvulus, or by the more ambiguous names Chinese spinach, Chinese Watercress, Chinese convolvulus, swamp cabbage or kangkong in Southeast Asia.",Vegetables,Leaf vegetables,NA,FOOD00977,NA,89636,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,"According to the Compendium of Materia Medica, water spinach can be used as medicine. It has a sweet taste, a mild nature, and is non-toxic. It can be used to treat difficult childbirth by pounding juice and drinking alcohol. It can also detoxify Hu Mancao, arsenic, poisonous mushroom, dog meat, cassava, venomous snake and insect bites, nitrite, and unknown swelling. Water spinach is fed with tender shoots and leaves, with high nutritional value. It is light, refreshing, smooth, and does not compete with taste. No matter what dish is cooked together, it does not lose its original flavor."
